Churn,CellPlan,Sex,Age,Fee,PhoneBrand,default,student,balance,income,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,grp1,state,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,3,male,51,8.05,S,No,No,410.497704767954,53471.2136303255,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943,T,MO,99.91,113.12,93.33,98.18,101.82,96.35,116.72,109.77,82.63,109.11
1,1,male,38,90,S,No,No,73.0765421846567,30681.7375351468,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.86332286012046,129.453644576625,J,AK,98.75,94.76,91.84,101.9,114.48,101.2,108.88,82.53,102.56,76.19
0,3,male,22,9.35,S,No,No,790.59775924737,45303.1033141261,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.7160033436348,111.720849360989,Y,MT,79.09,103.54,101.22,105.03,103.73,93.44,102.96,91.92,90.59,96.57
1,2,male,19,10.5,S,No,No,789.49509698382,32579.9002059474,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.64345267648619,103.90247060316,Q,ME,116.97,99.28,100.65,116.74,96.05,109.43,92.59,94.95,116.29,78.61
0,3,male,20.5,7.25,S,No,No,791.360422078743,46319.2361190854,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.77815125038364,118.884359339886,A,MO,110.64,98.67,82.74,125.47,95.22,102.41,110.46,84.7,97.59,111.51
0,2,male,18,13,S,No,No,479.042378990356,37255.8803342804,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.02118929906994,151.591484239814,P,MD,92.33,99.12,90.64,105.22,98.37,101.75,102.22,102.07,93.63,105.5
1,1,female,35,83.475,S,No,No,888.613272550212,28899.7917513637,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.6232492903979,101.82435207568,K,AK,103.82,109.18,112.99,91.08,98.11,89.71,94.01,94.35,106.27,100.35
0,3,male,29,7.775,S,No,No,1284.38636050636,42831.9546193997,1. Never Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864,B,NE,102.42,100.31,94.1,107.28,101.81,105.24,88.48,94.37,92.9,87.27
0,2,male,59,13.5,S,No,Yes,712.276351280275,23341.9502302432,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796,99.6894636984864,N,FL,88.67,113.59,105.55,88.41,108.26,96.9,101.44,97.13,97.73,95.78
1,3,female,5,31.3875,S,No,Yes,1290.62016864921,18408.0490819608,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.60205999132796,99.6894636984864,Z,HI,114.9,101.13,98.05,114.93,103.94,122.72,94.53,111.69,82.43,96.99
0,2,male,24,10.5,S,No,No,126.362685399057,44280.9297885654,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,S,WI,97.52,101.74,93.12,91.52,107.39,120.13,74.98,120.22,96.28,111.4
0,2,male,44,26,S,No,No,779.376257695651,61158.8851121863,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.02530586526477,152.216806827106,O,WI,101.84,99.47,100.83,103.08,97.29,102.55,97.07,97.34,110.71,108.2
1,2,female,8,26.25,S,No,No,697.490957463777,49476.759599281,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65321251377534,104.921506533664,G,RI,104.05,95.75,101.68,119.33,99.38,89.37,100.4,99.21,116.88,89.37
0,2,male,19,10.5,S,No,No,606.974613548306,43610.0330173371,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.17609125905568,65.1108537153447,U,AR,90.06,102.08,108.06,107.03,108.49,107.79,101.34,97.4,96.5,101.87
0,2,male,33,12.275,S,No,Yes,1802.90333355739,21411.4239490249,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.55630250076729,95.2307125669819,Q,MT,89.15,109.93,97.88,100.16,87.92,105.67,85.79,106.51,107.76,95.32
0,2,male,29,10.5,S,No,No,900.085332597499,41276.5631894987,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.15836249209525,173.879493310012,V,NM,99.51,108.14,91.48,106.41,110.58,93.9,85.96,109.55,103.71,110.34
0,3,male,22,7.125,S,No,No,966.280287968092,33440.9792997775,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.26481782300954,193.411070530969,Q,MI,105.76,109.96,87.03,116.55,123.74,115.11,92.98,136.24,106.21,97.2
0,3,male,30,7.225,C,No,No,671.061359639164,35689.1118739108,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.74036268949424,114.475713290347,M,AL,100.74,117.33,74.55,91.4,96,95.58,104.76,92.23,113.88,102.5
0,1,male,44,90,Q,No,No,171.559115959856,23505.9927713232,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.07918124604763,160.642475408263,M,MI,107.06,103.57,105.36,106.17,109.92,90.44,97.74,74.69,106.56,99.72
0,3,female,25,7.775,S,No,No,1482.48030006315,45260.6115977848,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.49415459401844,89.4924795180001,J,MT,103.35,101.56,100.23,113.36,109.63,109.45,99.43,87.92,92.42,78.33
1,2,female,24,14.5,S,No,No,640.662751732473,46464.5659322762,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.79239168949825,120.589436530402,L,ND,105.45,115.53,110.47,94.66,101,102.51,99.12,93.79,95.44,107.92
1,1,male,37,52.5542,S,No,Yes,706.161027541986,18078.3517921729,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.30102999566398,73.7757432746946,V,OH,85.97,99.36,94.94,105.28,93.47,86.78,100.72,114.09,103.65,98.42
0,2,male,54,26,S,Yes,Yes,1774.69422305776,20359.5060855671,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,Y,SC,106.77,89.92,106.48,99.26,86.38,93.66,101.64,105.8,104.95,99.21
0,3,female,29,10.4625,S,No,No,916.49931692309,25768.4074467213,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,D,CT,92.1,91.07,104.86,101.09,104.53,93.24,103.49,102.45,86.03,110.5
0,1,male,62,26.55,S,No,No,1271.2708123604,36053.5029503061,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.54406804435028,34.6074177301288,T,FL,95.34,93.45,87.93,111,100.11,90.63,109.53,93.17,85.07,108.79
0,3,male,30,16.1,S,No,No,110.572909811983,47339.1087511931,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.74036268949424,114.475713290347,Z,PA,98.95,85.66,99.97,98.46,89.77,108.26,77.72,113.58,99.35,96.57
0,3,female,41,20.2125,S,No,No,1747.25888152959,37819.2890860198,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.44715803134222,85.3839403789827,Z,MN,83.52,114.18,115.87,98.44,83.84,99.46,92.24,87.82,110.4,119.46
1,3,female,29,15.2458,C,Yes,No,1889.59918976304,48956.1715885681,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.76312762749814,318.342430056529,J,NY,99,94.06,90.07,96.14,91.39,121.93,99.3,94.9,103.37,97.73
1,1,female,30,86.5,S,No,No,27.2013946505765,21051.8401259701,1. Never Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,K,CO,95.6,111.19,100.6,91.53,108.66,106.15,112.61,125.86,87.3,101.92
1,1,female,35,512.3292,C,No,No,746.229775057391,35159.8502288788,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461,Y,TN,92.81,123.84,106.57,78.27,89.91,113.26,98.96,92.61,92.45,113.86
1,2,female,50,26,S,Yes,Yes,1899.3906258472,20655.2000032624,1. Never Married,4. Other,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.30102999566398,73.7757432746946,C,KY,94.45,95.97,97.67,92.82,98.64,110.52,91.32,91.66,79.43,91.96
1,3,male,3,31.3875,S,No,Yes,813.994565525349,20391.5289481713,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461,Y,GA,112.45,103.7,107.46,117,105.74,98.84,100.36,97.87,86.45,101.96
0,1,male,52,79.65,S,No,No,499.457815094636,38899.1604610096,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.31806333496276,75.0431540173515,J,OH,87.41,94.25,105.41,99.31,76.02,102.32,108.11,100.53,102.16,87.06
0,1,male,40,0,S,No,No,853.16133166086,36272.4517835911,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.04336227802113,154.990260276812,N,FL,97.85,129.19,91.65,87.22,102.82,114.58,114.81,91.91,105.75,103.74
0,2,male,36,10.5,S,No,No,474.727319088288,32064.3351057974,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.65321251377534,104.921506533664,O,AR,75.28,89.21,101.35,94.25,100.41,101.75,101.49,90.65,110.79,106.33
0,3,male,16,39.6875,S,No,No,1235.87611345417,35838.7770153588,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.29207877211666,73.118306923864,S,AK,93.26,111.78,97.16,86.1,81.49,94.47,114.64,91.94,77.59,115.66
1,3,male,25,7.775,S,No,No,620.675152595598,44213.770101262,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943,K,TX,94.99,108.7,104.67,84.97,92.06,105.86,94.96,123.3,102,92.82
1,1,female,58,153.4625,S,No,No,220.028569764934,37880.0296471597,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.06069784035361,157.700527725737,D,ME,115.42,109.31,88.94,109.31,95.05,99.55,100.28,96.76,93.19,89.93
1,1,female,35,135.6333,S,No,Yes,1304.91429931829,18074.0754152021,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,I,VT,90.38,110.25,98.92,97.09,93.14,105.67,95.37,117.1,103.72,109.09
1,3,male,25,0,S,No,Yes,1608.15255984335,22358.0467020111,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.67521907955274,107.256062128429,Q,CA,91.28,106.13,100.5,106.77,94.47,106.95,96.51,122.83,102.76,102.07
1,2,female,41,19.5,S,No,No,256.471227559815,37657.0559167999,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.36921585741014,78.9816745162994,B,MO,86.02,106.08,103.11,93.73,98.97,112.4,113.87,106.27,97.28,87.99
0,1,male,37,29.7,C,No,Yes,1153.60499815384,19224.9752298419,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.30102999566398,73.7757432746946,W,PA,101.8,91.07,101.79,85.58,108.25,99.3,82.56,100.91,92.33,86.76
1,1,female,63,77.9583,S,No,No,771.895874508519,31170.0852836766,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.54406804435028,94.0727147457005,F,NM,111.54,104.52,89.4,94.1,98.72,97.65,103.78,102.36,95.3,110.95
0,3,female,45,7.75,S,No,Yes,1099.63042217728,17064.0428279584,5. Separated,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.60205999132796,99.6894636984864,O,NE,88.01,96.25,90.26,92.08,94.12,115.69,107.04,101.38,77.05,96.02
0,3,male,7,29.125,Q,No,No,782.883029663905,40357.1334266019,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.17609125905568,176.989650489877,D,VA,95.74,128.4,94.39,90.68,106.68,103.87,92.59,108.23,100.95,88.17
1,3,female,35,20.25,S,No,No,444.264906175272,35924.3387929274,1. Never Married,4. Other,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.30102999566398,73.7757432746946,I,WY,113.66,107.32,87.17,99.82,110.05,93.87,98.59,99.79,78.07,117.09
0,3,male,65,7.75,Q,No,No,504.02837873803,24780.9612369205,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864,Q,IN,93.16,108.41,119.87,109.93,98.58,98.52,103.27,105.85,123.83,104.94
0,3,male,28,7.8542,S,No,No,1762.50340198816,42124.6600673934,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,G,CT,106.86,77.8,100.71,100.44,108.64,96.48,92.01,87.32,100.68,115.7
0,3,male,16,9.5,S,No,Yes,850.096116596461,18618.9879075019,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.55630250076729,95.2307125669819,Q,FL,103.9,86.73,95.98,79.76,99.78,94.61,91.44,82.63,98.21,86.48
1,3,male,19,8.05,S,No,No,1412.23872130317,40785.0597694212,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184,M,VT,86.95,90.23,98.04,118.95,97.35,83.76,111.63,101.97,77.56,112.67
0,3,male,33,8.6625,C,No,No,715.496829588669,47482.5653767305,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.60205999132796,99.6894636984864,Y,CT,112.17,94.13,96.07,111.8,90.87,109.97,93.17,110.25,86.67,106.44
1,3,male,30,9.5,S,No,No,1363.52859942133,55713.0416079129,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.56110138364906,95.6888119067371,W,IA,107.95,94.32,99.1,124.14,88.65,83.41,95.38,106.45,83.34,101.37
0,3,male,22,7.8958,S,No,No,493.241889799387,42495.2030840663,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,J,FL,95.12,106.44,98.07,97.59,107.65,107.08,92.05,92.58,77.89,96.16
1,2,male,42,13,S,No,No,1354.75253720358,33375.1316903778,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,I,AR,90.96,97.63,93.68,120.71,105.71,82.79,93.75,77.53,113.93,119.7
1,3,female,22,7.75,Q,No,Yes,571.293911015155,15416.2693546858,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.17609125905568,176.989650489877,V,ID,96.1,97.01,96.28,102.33,86.48,80.53,105.73,84.88,98.77,101.76
1,1,female,26,78.85,S,No,No,956.15135218345,44086.7077342314,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.11394335230684,61.1875264339915,L,OK,108.14,111.9,92.67,96.27,79.7,90.76,99.07,81.36,103.01,101.71
1,1,female,19,91.0792,C,No,No,964.820252985381,34390.7460350566,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,I,NC,94.36,78.91,91.87,91.67,105.9,104.16,111.61,115.44,109.46,105.71
0,2,male,36,12.875,C,No,No,552.634366024658,50513.1642384347,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.5467412584381,256.400649562425,C,AR,81.26,99.27,105.88,85.37,85.87,111.59,94.28,105.22,107.15,85.82
0,3,female,24,8.85,S,No,No,338.266201647092,37767.239862893,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.39794000867204,81.2832532842527,B,FL,98.57,108.63,94.68,110.36,116.1,109.57,70.87,98.01,87.19,90.16
0,3,male,24,7.8958,S,No,No,709.123351356216,44041.6300941084,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,R,DE,107.72,110.75,114.7,112.93,118.4,84.99,87.79,87.91,106.53,84.69
0,3,male,23.5,7.2292,C,No,No,978.978200410458,57839.0537343736,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.02118929906994,55.7673905084923,R,MD,88.41,97.94,101.26,111.44,113.68,106.16,112.98,95.78,106.42,100.23
0,1,female,2,151.55,S,No,No,371.010127817542,15702.7070830359,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.32221929473392,75.3556793180091,X,ID,97.62,95.66,108.78,107.05,87.44,100.87,110.06,100.87,110.42,108.74
1,1,female,50,247.5208,C,Yes,Yes,1572.85648082363,14930.1783306833,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461,H,NH,87.78,98.18,95.23,102.88,86.16,102.93,114.51,89.84,93.52,92.26
0,3,male,19,0,S,No,No,0,40150.217981059,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.77815125038364,43.7351116779821,Y,NJ,101.17,95.69,77.57,102.58,99.8,88.14,97.23,110.45,106.38,92.22
1,1,male,0.92,151.55,S,Yes,No,1964.47687225275,39054.5891443139,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.74036268949424,114.475713290347,F,CA,98.68,95.75,100.16,119.95,101.63,88.97,114.87,91.93,77.62,104.79
1,1,female,17,108.9,C,No,No,548.037783442488,33605.6494686572,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,U,DE,99.66,86.46,111.32,95.54,98.65,113.29,89.83,93.31,80.88,89.93
0,2,male,30,24,C,No,No,1257.05522168594,34045.0088247242,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204,81.2832532842527,F,WA,93.78,98.03,99.25,93.24,99.15,101.63,110.12,110.38,104.07,103.1
1,1,female,30,56.9292,C,No,No,1189.91805697419,38016.8939028578,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.22788670461367,68.5721657022738,A,TX,92.91,102.34,95.56,104.12,94.27,107.98,93.7,96.62,83.13,104.79
1,1,female,24,83.1583,C,No,No,687.683759014873,39373.5797462415,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,W,VA,108.71,94.43,102.6,94.13,116.68,100.23,97.19,85.84,91.61,98.56
1,1,female,18,262.375,C,No,No,845.698965838534,39899.5126808393,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.57978359661681,97.4932940453934,R,CO,101.05,88.87,100.13,87.26,94.23,97.55,103.54,103.07,98.3,94.43
0,2,female,26,26,S,No,Yes,957.68483377014,19676.3456491723,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.13353890837022,62.3983547205685,Y,AK,98.13,83.69,90.36,91.03,103.02,75.85,86.39,93.37,108.45,122.02
0,3,male,28,7.8958,S,No,No,233.516846267051,43326.105379399,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.57978359661681,97.4932940453934,R,NJ,67.87,96.12,116.57,105.03,96.1,112.64,108.11,97.41,90.27,103.04
0,2,male,43,26.25,S,No,Yes,1126.94874392123,14298.2645686729,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879,V,KS,87.24,117.23,97.75,119,91.94,119.3,101.89,89.36,114.21,93.92
1,3,female,26,7.8542,S,No,Yes,488.855176548209,15159.4948475337,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.11394335230684,61.1875264339915,J,NV,107.63,94.41,84.81,115.59,93.49,116.36,100.59,101.97,107.15,99.96
1,2,female,24,26,S,No,No,767.903559780495,44323.5796638006,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.77815125038364,118.884359339886,K,LA,95.93,93.63,86.64,88.94,81.74,103.03,108.32,77.71,90.49,96.94
0,2,male,54,14,S,No,No,561.925799124395,31388.5056454162,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.17609125905568,65.1108537153447,O,DE,87.92,127.81,105.3,101.77,99,115.19,97.03,81.34,108.43,100.72
1,1,female,31,164.8667,S,No,Yes,1092.27001277246,17454.6018395308,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,C,NH,95.61,80.43,113.93,120.32,101.29,109.62,119.28,113.78,97.12,94.1
1,1,female,40,134.5,C,No,No,71.7886830035824,31965.7447145836,3. Widowed,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.65321251377534,104.921506533664,F,KY,96.24,101.43,111.27,114.09,104.15,104.07,111,106.61,113.29,85.33
0,3,male,22,7.25,S,No,Yes,1839.14368196222,13625.3979303665,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.30102999566398,73.7757432746946,P,CT,94.99,106.64,99.89,109.5,113.12,110.18,75.18,98.72,89.8,103.58
0,3,male,27,7.8958,S,No,Yes,876.000777906746,22474.5740898236,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,T,IL,104.97,95.21,109.4,102.1,83.44,99.57,98.57,102.63,108.64,115.26
1,2,female,30,12.35,Q,No,No,554.107811535592,30357.0259771625,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.50514997831991,90.4819133566401,W,LA,115.21,111.84,107.88,112.23,94.44,80.93,93.47,96.81,111.59,125.42
1,2,female,22,29,S,No,No,891.317898050276,43945.0416541409,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.30102999566398,73.7757432746946,J,TN,109.88,108.05,100.87,110.87,83.6,109.27,102.54,114.79,77.16,111.96
1,1,female,36,135.6333,C,No,No,464.836333095802,27324.8996870729,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879,U,SC,112.46,100.53,100.33,98.07,102.89,109.28,95.39,99.33,101.15,99.64
0,3,male,61,6.2375,S,No,Yes,563.542661100162,24082.0393441031,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,B,WV,96.7,88.33,115.53,92.04,122.92,110.99,110.79,97.53,113.36,108.09
1,2,female,36,13,S,Yes,No,1530.35315714612,30003.8171511159,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.51851393987789,91.6992261117042,Q,TN,108.44,103.23,75.95,97.1,108.72,83.61,100.58,111.41,82.34,91.33
1,3,female,31,20.525,S,No,No,990.567026186295,41690.2526225589,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.55630250076729,95.2307125669819,J,DE,90.19,96.79,101.67,85.64,96.3,92.55,115.48,110.76,100.16,100.16
1,1,female,16,57.9792,C,No,No,590.399786498762,42769.2038801219,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.05307844348342,156.503510882633,P,NJ,98.61,91.14,95.97,108.77,112.99,98.48,102.11,99.03,110.82,103.35
0,1,male,45.5,28.5,S,No,Yes,715.164109574279,21153.5110081716,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65321251377534,104.921506533664,X,TN,121.85,101.51,82.54,98.95,98.45,118.61,103.96,106.97,103.68,89.97
0,1,male,38,153.4625,S,No,No,1540.37772667771,41852.0784358238,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864,F,NY,99.87,105.79,93.06,76.65,103.18,93.98,103.28,98.47,105.24,96.05
0,3,male,16,18,S,No,No,1243.32651840828,41639.6803816334,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4,54.5981500331442,J,MS,96.95,99.21,98.6,89.03,99.29,91.58,109.77,103.8,95.67,103.74
0,1,male,29,66.6,S,No,Yes,235.328499908876,20909.7047538096,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,3.47712125471966,32.3664131748549,R,IL,94.16,108.49,95.42,103.86,101.83,123.66,103.85,93.04,98.79,94.29
1,1,female,41,134.5,C,No,No,528.254323170427,49394.340774526,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.77815125038364,118.884359339886,T,AK,107.71,74.89,109.84,110.21,107.79,100.16,97.45,102.75,112.51,107.46
1,3,male,45,8.05,S,No,No,592.25389562288,30731.201603129,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,N,KY,121.06,107.38,106.87,103.75,87.43,100.43,104.67,93.9,93.87,112.45
0,1,male,45,35.5,S,No,No,705.204971986239,42683.187243286,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,V,ID,104.12,94.29,88.89,88.59,119.93,92.22,95.69,98.3,99.74,101.92
1,2,male,2,26,S,No,No,456.515643990607,48195.7758370754,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,N,UT,97.39,102.87,105.42,92.48,96.49,109.35,119.2,95.43,103.24,97.64
1,1,female,24,263,S,No,Yes,470.717574652806,18052.1049990983,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.70757017609794,110.782650276254,N,ND,120.74,111.48,107.8,130.65,104.01,114.33,92.5,122.94,108.17,85.61
0,2,male,28,13,S,No,Yes,1503.07512985524,10600.4135403235,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53857373380686,93.5572673479306,K,NE,92.21,101.4,88.08,114.37,121.35,88.25,98.55,101.36,101.82,100.39
